TAZ_ID,TOTPOP,HHPOP,GQPOP,HH,HHSIZE,HHINC,HHWRK,HHVEH,HHSTD,SENHH,TOTEMP,EMP_11,EMP_21,EMP_22,EMP_23,EMP_3133,EMP_42,EMP_4445,EMP_4849,EMP_51,EMP_52,EMP_53,EMP_54,EMP_55,EMP_56,EMP_61,EMP_62,EMP_71,EMP_72,EMP_81,EMP_92,TotHouse,VacHouse,Res,Com,Ind,Agr,Vac,TotLand
22,1694,2944,-1250,810,3.63,55110,1.12,2.07,0.44,385,266,0,33,0,36,0,0,24,78,0,11,0,10,0,23,0,31,0,0,20,0,234,1,856,140,0,10977,381,13410
23,4118,3709,409,1075,3.45,68271,1.13,2.44,0.47,417,519,126,0,3,30,0,12,42,45,0,22,21,14,3,49,0,67,17,12,40,15,506,1,3350,469,0,30066,216,36870
24,3824,13336,-9512,1143,11.67,49033,1.04,1.92,0.45,434,336,0,0,5,49,0,22,45,26,14,15,9,9,0,45,0,39,0,0,58,0,421,1,1966,23,0,6814,223,9960
25,3109,3048,61,967,3.15,59225,1.14,2.16,0.41,552,652,144,0,0,103,148,5,20,18,0,13,15,10,0,21,0,44,25,23,63,0,397,1,2012,601,0,24940,240,30020
26,1866,2762,-896,727,3.8,66179,1.28,2.31,0.41,465,535,388,0,0,0,0,0,0,0,7,0,0,17,0,0,0,0,0,41,41,42,231,1,1248,32,0,6933,119,10580
27,5606,5548,58,1784,3.11,39860,1.07,1.77,0.51,604,2217,0,11,0,145,336,217,86,458,0,41,44,40,10,120,68,261,149,19,143,70,857,1,1110,41,1749,1452,1,5160
28,2123,2974,-851,847,3.51,43555,0.87,2.08,0.48,386,288,0,0,3,39,6,11,24,21,0,6,23,9,0,23,0,33,0,17,22,49,259,1,263,23,18,86,21,690
29,4135,3956,179,1118,3.54,53483,1.22,2.35,0.59,360,427,0,0,0,50,11,41,54,24,0,0,21,0,0,0,56,68,0,31,69,0,410,1,1616,92,0,6094,218,9020
30,844,607,237,509,1.19,39183,0.68,1.88,0.34,230,448,111,100,0,16,0,6,100,48,0,0,0,0,0,0,6,0,0,19,21,19,153,1,498,452,0,6368,409,12680
31,835,4461,-3626,319,13.98,47167,0.93,1.89,0.39,288,282,184,0,0,35,0,0,0,0,0,0,0,0,0,0,13,0,0,0,49,0,222,1,1581,53,0,11946,213,23620
32,1291,1822,-531,617,2.95,39183,0.73,1.88,0.37,240,160,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,247,1,704,28,0,2453,1379,17330
33,877,2936,-2059,449,6.54,39183,0.7,1.88,0.36,224,88,0,0,0,31,0,0,12,15,0,0,0,0,0,0,5,0,0,0,8,17,145,1,650,97,0,8217,339,14750
34,1474,1816,-342,620,2.93,39183,0.73,1.88,0.37,262,110,0,0,0,0,0,10,50,0,6,0,0,0,0,0,0,0,9,0,16,18,298,1,1026,17,0,13711,482,42330
35,2075,1578,497,302,5.23,39183,0.76,1.88,0.39,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,415,0,0,4816,265,17790
36,412,1319,-907,168,7.85,40400,0.85,1.97,0.32,223,145,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,78,116,1,607,0,0,6935,367,9990
37,1550,12070,-10520,558,21.63,44823,0.93,1.8,0.36,359,608,6,0,0,33,5,13,251,44,6,12,0,10,13,32,11,37,0,21,86,27,411,1,2286,111,0,13416,246,19230
38,1001,612,389,445,1.38,40400,0.81,1.97,0.31,347,217,0,0,0,38,0,7,37,20,7,0,35,0,0,0,0,0,0,21,32,21,627,181,2550,76,0,18830,833,55740
39,1403,13664,-12261,493,27.72,42713,0.99,1.72,0.41,332,833,61,0,0,27,10,19,113,27,0,53,61,44,0,35,12,112,0,69,84,107,370,1,1762,291,106,8496,445,19310
40,962,633,329,433,1.46,40400,0.81,1.97,0.31,312,205,0,0,0,64,0,20,13,23,0,0,0,0,0,0,0,0,0,29,25,31,529,97,2792,32,0,29370,562,71870
41,608,5620,-5012,247,22.75,48771,1.03,1.89,0.42,267,415,116,0,0,41,45,40,31,58,0,0,0,0,0,0,0,0,0,17,43,23,151,1,909,183,0,3674,154,8840
42,754,11013,-10259,292,37.72,48771,1.07,1.89,0.44,279,471,6,0,0,176,90,15,48,23,0,15,0,0,0,0,12,0,0,27,37,22,174,1,848,143,0,2059,263,8950
43,1680,13425,-11745,575,23.35,48646,1,1.89,0.41,339,804,150,0,0,29,120,53,39,54,0,24,0,19,0,99,13,63,0,27,49,65,466,1,1875,387,258,5112,124,12770
44,1075,1063,12,359,2.96,39664,0.78,1.88,0.39,262,210,91,0,0,35,0,24,0,28,0,0,22,0,0,0,0,0,0,0,12,0,212,1,1348,20,0,7916,300,17320
45,942,468,474,336,1.39,48357,0.97,1.9,0.36,298,160,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,23,0,30,0,237,1,1449,101,0,17146,491,23760
46,566,288,278,226,1.27,40400,0.82,1.97,0.31,256,138,0,0,0,49,12,7,0,0,0,0,0,0,0,0,0,0,13,0,33,25,154,1,1000,32,0,7184,369,10490
47,1399,998,401,508,1.96,48771,1.01,1.89,0.41,298,260,86,0,0,21,0,7,20,19,6,0,0,0,0,0,0,0,23,15,64,0,316,1,1660,124,0,5693,242,17510
48,2135,13055,-10920,809,16.14,45245,0.9,1.8,0.34,457,407,115,0,0,30,0,0,0,31,0,25,25,0,0,0,0,0,32,64,44,40,1020,212,2982,241,22,4976,655,29040
49,2208,2094,114,931,2.25,36977,0.82,1.55,0.34,550,2768,72,0,15,115,138,69,479,43,52,275,73,100,16,103,76,304,23,134,218,463,949,18,862,309,160,177,73,2270
50,596,180,416,229,0.79,40400,0.8,1.97,0.3,240,291,6,0,0,0,0,7,30,0,6,15,60,37,0,0,12,0,0,33,37,49,182,1,269,45,0,23,80,580
51,612,5533,-4921,245,22.58,41001,0.95,1.97,0.45,1483,495,360,0,0,41,0,0,26,0,0,0,0,27,0,0,0,0,0,11,31,0,151,1,936,26,0,13494,204,15550
52,1115,272,843,411,0.66,41001,0.85,1.97,0.4,688,287,0,0,0,108,21,6,30,0,0,0,24,0,0,0,0,0,0,0,44,55,365,1,1687,17,0,32189,599,35280
53,1161,316,845,392,0.81,41001,0.94,1.97,0.45,749,712,158,0,0,50,28,9,37,17,0,20,20,22,0,62,13,28,5,24,66,152,281,1,1484,51,470,18329,176,22680
54,826,765,61,280,2.73,41001,0.96,1.97,0.46,668,286,0,0,0,0,0,13,34,20,9,0,8,0,0,25,0,148,0,0,29,0,178,1,634,61,13,2011,235,3180
55,1644,1365,279,553,2.47,32531,0.79,2.31,0.43,716,320,202,12,0,0,22,11,15,14,0,0,15,0,0,0,0,0,0,0,13,14,385,1,2362,483,528,52876,409,57880
56,728,1188,-460,273,4.35,32293,0.76,2.32,0.42,646,180,0,0,0,33,0,0,23,13,0,8,0,14,0,30,0,23,15,0,21,0,173,1,1187,214,0,14676,484,17170
57,1179,2046,-867,423,4.84,32293,0.8,2.32,0.44,601,163,0,0,0,0,0,0,47,25,0,0,14,0,0,0,0,0,0,0,0,77,464,41,3199,55,0,20031,1921,29510
58,790,587,203,325,1.81,32293,0.72,2.32,0.4,742,227,0,0,0,0,0,23,36,0,0,0,23,24,0,34,0,0,12,0,0,74,186,1,999,27,0,6447,397,8290
59,774,764,10,284,2.69,35073,0.82,2.21,0.43,629,214,0,0,0,0,0,0,59,0,0,0,45,37,0,0,0,0,0,0,73,0,195,1,1050,99,43,21282,616,26570
60,1001,422,579,349,1.21,28795,0.69,1.79,0.45,737,176,0,0,0,0,0,0,40,23,0,0,0,31,0,0,0,0,0,0,29,54,234,1,1680,151,0,50187,691,57550
61,855,791,64,318,2.49,28795,0.74,1.79,0.48,1466,220,0,0,0,0,9,0,94,35,0,0,0,0,0,49,0,0,0,11,21,0,221,1,1593,0,14,22813,1142,27730
62,1193,915,278,467,1.96,28823,0.74,1.79,0.48,627,356,0,0,0,94,0,9,30,17,0,0,14,28,0,26,6,0,12,0,39,81,472,5,1986,34,0,30684,685,32700
63,1896,650,1246,217,3,28795,0.72,1.79,0.47,1472,285,0,0,0,0,0,14,39,0,0,10,38,0,0,125,0,0,0,16,43,0,138,1,907,27,0,7578,377,13620
64,625,560,65,216,2.59,28795,0.7,1.79,0.45,1418,739,0,0,0,0,13,13,34,42,0,0,24,0,0,123,0,0,0,0,0,490,135,1,719,9,0,11325,444,19530
65,1297,3468,-2171,465,7.46,41001,0.93,1.97,0.44,884,215,0,0,0,0,0,14,38,20,0,0,0,25,0,43,7,0,9,11,47,0,298,1,1773,102,7,17541,502,21140
66,2143,4992,-2849,128,39,28795,0.86,1.79,0.56,1334,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,62,1,158,1,0,2499,208,14710
67,1479,1422,57,607,2.34,41001,0.87,1.97,0.41,807,1124,31,0,14,119,26,15,65,47,86,78,42,48,0,54,7,135,11,34,106,206,612,5,726,136,149,2688,129,3640
68,2121,1975,146,674,2.93,42818,1.07,1.69,0.41,811,1348,10,23,9,96,34,16,61,20,10,46,52,74,25,180,89,126,28,30,56,362,436,1,795,46,384,243,2,2050
69,759,3732,-2973,303,12.32,34623,0.75,1.67,0.4,1430,183,0,0,11,86,0,38,0,0,0,0,0,0,0,0,32,0,0,0,17,0,197,1,689,13702,0,5052,11580,27340
70,4066,2689,1377,199,13.51,34893,1.05,1.68,0.55,1459,587,0,0,0,0,473,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,65,40,205,1042,65,24940
71,504,2917,-2413,271,10.76,44897,0.83,1.64,0.37,1487,316,0,0,0,0,0,0,95,0,9,0,0,0,0,49,0,0,0,41,27,94,130,1,244,50,0,244,303,31330
72,3863,1263,2600,190,6.65,36080,0.93,1.71,0.6,1448,591,90,2,0,35,176,0,43,0,0,12,28,19,7,72,17,40,12,0,20,18,65,1,44,215,0,1726,4643,24460
73,1618,3324,-1706,681,4.88,34377,0.8,1.58,0.35,737,1068,236,0,0,46,27,11,82,0,27,37,82,50,0,38,13,58,23,21,97,220,470,1,211,34,18,0,10,470
74,1925,1885,40,799,2.36,34904,0.78,1.6,0.35,1132,1010,9,2,9,77,0,13,125,28,11,35,6,47,9,91,40,132,17,28,204,125,749,1,1148,159,112,1216,131,3530
75,2216,3718,-1502,911,4.08,43855,1.03,1.67,0.42,1069,481,6,0,0,46,13,9,28,22,0,17,3,59,6,43,35,43,41,16,34,57,735,1,1198,49,40,191,267,3460
76,1970,3674,-1704,898,4.09,42818,0.91,1.69,0.35,1235,1615,0,0,0,68,23,49,587,26,33,86,35,53,16,121,41,96,16,114,150,101,713,1,943,170,63,1344,162,3130
77,2886,3171,-285,1173,2.7,28464,0.72,1.5,0.43,1301,553,0,0,0,67,0,40,34,0,7,11,112,45,0,68,0,62,0,0,52,55,1193,19,1416,52,30,103,174,2300
78,685,1970,-1285,329,5.99,44897,0.92,1.64,0.41,1472,288,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,280,179,1,22744,3,49,26262,31,48090
79,475,2361,-1886,271,8.71,44897,0.91,1.64,0.41,686,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,25,44,130,1,325,0,0,231,43,4430
80,1443,1834,-391,514,3.57,44897,0.89,1.64,0.4,688,470,0,0,0,55,0,14,46,25,0,17,0,26,0,49,0,0,28,89,120,0,432,1,1290,69,0,421,376,3060
81,2235,2106,129,907,2.32,26687,0.66,1.48,0.42,1210,1410,10,3,10,67,28,42,133,21,42,173,70,51,11,162,29,149,61,110,171,64,860,1,539,187,111,1052,63,2870
82,2053,5532,-3479,816,6.78,45710,1.03,2.05,0.47,818,700,22,2,0,129,113,8,33,39,0,14,8,17,7,73,11,75,15,15,31,88,570,1,1447,10,422,1053,5,3910
83,1055,1203,-148,363,3.31,37834,0.7,1.72,0.34,1477,385,0,0,0,153,0,8,36,66,0,16,0,0,0,37,16,0,0,19,35,0,238,1,1083,118,14,9500,416,14620
84,2174,5699,-3525,913,6.24,45710,0.96,2.05,0.44,1066,573,0,0,0,88,0,0,0,142,0,17,10,0,0,89,26,0,16,0,29,155,1012,100,2732,165,1,4923,674,19570
85,1438,5851,-4413,521,11.23,44049,1,1.84,0.41,683,1391,9,8,0,156,26,25,107,41,11,114,113,96,15,97,13,132,23,90,93,219,307,1,558,466,131,594,140,2290
86,1010,666,344,373,1.79,42399,0.78,1.94,0.39,1487,260,0,0,0,52,0,6,19,0,0,0,50,0,0,29,0,0,43,26,35,0,628,256,2229,74,9,8572,779,14040
87,1673,880,793,653,1.35,40120,0.78,1.83,0.38,798,355,42,0,0,38,0,6,0,50,8,8,7,0,0,67,39,0,15,22,28,24,716,64,2017,139,3,6004,321,11930
88,1889,5790,-3901,772,7.5,41658,0.88,1.93,0.43,837,570,0,0,0,224,13,14,34,0,0,22,14,18,8,80,12,46,27,10,29,18,923,151,3339,124,0,8970,646,17470
89,1720,1001,719,89,11.25,0.01,0.01,0.01,0.01,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12250
90,980,765,215,377,2.03,37834,0.68,1.72,0.33,592,336,0,0,0,0,0,11,49,18,0,11,8,17,7,31,60,34,42,0,32,17,408,31,1080,64,1,4528,629,10400
91,1350,1617,-267,524,3.09,34922,0.81,1.6,0.36,828,223,0,0,0,123,0,0,0,0,0,0,15,0,0,0,0,0,0,0,39,45,306,1,1119,21,0,1164,126,2830
92,1828,466,1362,793,0.59,44897,0.89,1.64,0.4,874,628,8,2,0,47,207,0,44,0,0,9,14,21,8,30,8,29,10,32,56,103,790,1,2121,134,143,2299,457,7450
93,925,470,455,353,1.33,34893,0.82,1.68,0.43,1443,208,0,0,0,56,0,0,0,0,0,0,0,0,0,68,0,27,0,18,12,26,217,1,1399,112,0,20616,543,46750
94,826,415,411,298,1.39,34893,0.78,1.68,0.41,1424,302,0,8,0,30,0,6,54,0,10,52,18,0,10,20,0,0,0,70,24,0,188,1,3063,94,341,9837,236,18430
95,538,812,-274,213,3.81,34893,0.81,1.68,0.43,1291,95,0,0,0,42,0,0,0,0,0,16,0,0,0,0,0,0,0,14,23,0,132,1,498,34,0,9373,446,18470
96,1474,818,656,468,1.75,34893,0.87,1.68,0.46,607,252,0,0,0,32,0,0,0,0,7,0,14,0,0,0,19,41,0,9,31,100,373,1,1721,15,0,16686,630,30440
97,1617,1911,-294,682,2.8,41769,0.8,1.91,0.4,980,512,0,231,0,65,0,0,0,76,0,0,11,0,0,58,0,0,0,0,71,0,473,1,1322,17,7,1321,169,3230
98,1501,748,753,619,1.21,38956,0.83,1.84,0.43,764,406,7,2,0,72,0,11,20,20,0,22,19,19,7,40,12,25,52,15,46,19,726,108,2793,228,0,7653,762,19120
99,863,1737,-874,313,5.55,35255,0.78,1.55,0.45,1452,195,50,0,0,28,0,0,16,0,7,8,3,14,0,17,0,17,6,0,14,14,184,1,738,72,69,1284,283,3920
100,2189,2115,74,941,2.25,35081,0.69,1.41,0.34,1283,1353,68,2,10,59,29,8,95,0,22,49,22,39,75,156,75,223,20,50,104,247,890,1,1015,431,11,2251,241,5680
101,4547,6031,-1484,1304,4.63,35496,0.76,1.73,0.53,708,429,114,0,0,0,13,14,0,93,0,0,0,0,0,48,0,57,0,23,67,0,555,1,3282,48,0,38872,221,53720
102,4555,4450,105,1522,2.92,42280,0.89,2.01,0.38,1560,2562,0,0,26,105,259,98,145,54,49,210,122,200,0,122,39,276,22,117,495,223,829,1,1025,175,213,2879,101,4570
103,3474,31706,-28232,1133,27.98,45848,1.12,2.14,0.41,626,470,110,0,0,46,9,19,51,0,0,0,0,0,0,97,0,0,22,57,58,0,393,1,1476,18,383,31627,246,38010
104,3000,8921,-5921,1040,8.58,46241,1.13,2.15,0.41,556,620,35,0,0,44,0,13,55,22,0,22,55,14,0,191,15,50,0,0,36,67,338,1,1743,116,22,14877,195,18940
105,3159,3319,-160,1050,3.16,41158,0.94,1.97,0.42,711,529,136,0,0,23,82,8,0,26,0,0,41,32,0,85,17,0,40,0,41,0,349,1,1479,565,0,20697,235,24020
106,3830,6012,-2182,1132,5.31,42927,0.93,2.06,0.42,667,611,130,0,0,117,0,23,42,32,0,0,10,20,0,42,17,54,0,21,54,48,437,1,2040,86,0,14742,172,18170
107,4948,3035,1913,1554,1.95,44461,1.04,2.14,0.47,847,876,282,0,0,71,6,15,73,89,0,0,19,31,0,65,21,66,24,21,49,45,721,1,4892,170,0,35108,227,42500
108,4319,8023,-3704,1248,6.43,41566,0.96,1.99,0.43,504,659,36,0,0,32,6,11,181,23,6,20,32,29,0,69,0,48,0,20,58,88,455,1,2047,166,49,9785,151,13280
109,4185,3409,776,1193,2.86,41158,0.97,1.97,0.44,731,378,0,63,0,76,0,0,0,0,0,25,128,42,0,0,0,0,0,0,43,0,488,1,2697,1061,26,27881,511,33650
110,4212,3556,656,1210,2.94,47531,1.21,2.2,0.41,620,233,0,0,0,15,11,10,45,0,0,0,0,27,0,0,14,51,23,0,36,0,488,1,2172,206,23,41606,597,47140
111,953,13077,-12124,631,20.72,47531,1.12,2.2,0.38,1474,220,44,0,0,21,0,0,26,0,0,0,19,19,0,38,0,0,0,14,25,13,173,1,494,55,0,8697,193,10090
112,969,10633,-9664,327,32.52,44654,1.1,2.1,0.43,289,438,188,0,0,43,0,0,0,0,0,0,0,0,0,0,21,0,0,30,44,113,216,1,1261,354,0,12830,237,15300
113,2721,1964,757,109,18.02,35555,0.84,1.57,0.49,233,118,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,203,50,0,4744,302,6320
114,601,1943,-1342,240,8.1,40938,1.04,1.95,0.44,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,1,499,0,0,14777,510,32440
115,467,418,49,193,2.17,41809,1.1,2.01,0.45,236,64,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,20,0,0,16,0,131,1,628,1,0,13306,466,31420
116,2198,2082,116,882,2.36,59778,1.04,1.97,0.34,586,1741,0,0,0,41,34,21,342,24,72,137,77,139,61,82,42,323,37,70,152,86,940,58,1605,259,270,2883,159,6690
117,886,804,82,278,2.89,43245,0.92,1.68,0.44,260,383,0,0,0,16,215,23,0,0,0,0,0,13,0,22,6,29,0,0,16,42,178,1,1064,19,0,8284,369,10340
118,2531,2462,69,1043,2.36,60441,1.09,1.93,0.38,610,2150,0,0,8,402,281,94,101,34,15,0,35,34,12,57,167,372,40,33,176,287,1084,40,1652,141,550,3120,73,7450
119,1978,1911,67,791,2.42,35555,0.71,1.57,0.41,488,772,0,0,0,14,11,13,76,55,6,32,24,27,6,0,52,146,12,25,73,200,843,51,1330,148,248,1047,235,4000
120,1128,8391,-7263,418,20.07,49644,1.07,1.97,0.41,298,132,0,0,0,0,0,24,0,0,0,0,0,33,0,0,0,0,0,27,49,0,340,1,1903,34,0,24266,549,30440
121,1325,1034,291,469,2.2,42354,0.83,1.68,0.4,323,335,81,0,0,16,8,6,19,24,0,0,25,0,0,0,0,0,0,38,82,37,400,1,1819,35,169,26552,253,31580
122,1304,777,527,431,1.8,43631,1.05,1.83,0.39,321,321,232,0,0,22,0,10,20,19,7,0,0,0,0,0,0,0,0,0,12,0,307,1,2303,138,0,20720,219,33890
123,468,1333,-865,179,7.45,41687,1.04,1.98,0.42,221,119,0,0,0,0,0,14,21,29,0,0,0,0,0,0,0,0,0,0,20,36,114,1,564,2,0,12063,445,13770
124,676,1495,-819,240,6.23,57712,1.05,1.93,0.37,271,307,0,0,0,12,116,8,24,14,0,0,0,11,4,31,7,37,0,15,16,11,150,1,731,35,426,14443,331,18380
125,1259,8776,-7517,466,18.83,41919,1.04,1.99,0.42,327,383,0,0,0,0,5,0,108,24,0,0,0,11,0,28,72,34,9,22,71,0,325,1,1804,660,115,26324,545,37200
126,662,9189,-8527,272,33.78,33961,1,1.77,0.39,252,107,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,23,9,0,0,54,174,1,1054,37,0,15943,476,19870
127,977,1850,-873,371,4.99,37905,0.96,1.79,0.43,301,109,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,31,56,0,250,1,1323,0,0,29659,597,34650
128,995,1175,-180,424,2.77,33961,1.02,1.77,0.4,287,688,590,0,0,0,0,0,0,16,9,0,0,0,0,0,0,0,13,19,22,20,393,1,1547,13,7,28055,239,31800
129,359,5437,-5078,155,35.08,60441,1.32,1.93,0.46,239,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,97,1,405,0,0,8001,375,10520
130,960,7369,-6409,325,22.67,46417,1,1.73,0.46,282,139,0,0,0,0,0,0,36,33,0,0,0,0,0,0,0,0,0,0,54,16,230,1,1465,0,6,23470,542,29510
131,837,10641,-9804,322,33.05,51242,1.13,1.87,0.41,279,77,0,0,0,0,0,11,0,19,0,0,24,0,0,0,0,0,0,0,23,0,226,1,1205,10,0,19089,514,23680
132,787,691,96,299,2.31,35555,0.71,1.57,0.41,251,72,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,50,0,231,1,1278,172,0,26065,581,33790
133,899,466,433,302,1.54,63721,1.26,2.01,0.37,243,293,128,0,0,15,0,0,0,15,0,0,22,0,0,34,0,0,34,0,24,21,196,1,981,209,0,15388,231,18120
134,850,820,30,288,2.85,39967,0.95,1.8,0.44,280,268,0,0,0,17,0,0,33,19,0,0,0,0,0,21,0,159,0,0,19,0,197,1,873,34,1,13204,456,15580
135,2265,2124,141,796,2.67,60441,1.1,1.93,0.39,409,2603,0,0,8,50,103,43,537,39,56,310,115,344,11,79,24,185,26,103,346,223,665,1,2211,392,584,10663,188,16280
136,927,497,430,365,1.36,40968,1.05,1.86,0.38,304,104,0,0,4,0,0,0,0,25,0,0,0,0,0,21,0,24,0,0,29,0,233,1,1383,20,0,13430,448,17170
137,1156,994,162,445,2.23,40968,1.02,1.86,0.37,327,132,0,0,0,21,8,7,0,30,0,0,0,20,0,0,0,0,0,17,30,0,304,1,1781,242,0,24402,668,32270
138,560,935,-375,237,3.95,40968,1.15,1.86,0.41,299,59,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,39,0,144,1,1473,4,0,10497,368,20140
139,444,333,111,181,1.84,40968,1.01,1.86,0.36,239,195,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,25,15,124,118,1,645,23,0,9751,402,23630
140,3173,2660,513,1117,2.38,49459,1.13,1.88,0.43,518,1837,0,0,6,20,0,38,237,60,46,83,100,61,13,451,123,122,10,107,148,212,1209,92,796,94,47,211,123,1900
141,1036,7379,-6343,402,18.36,33961,0.98,1.77,0.39,311,471,0,0,0,15,0,29,77,14,0,35,19,16,57,31,69,38,0,18,18,34,272,1,628,31,20,245,130,1390
142,3494,3897,-403,1145,3.4,33961,0.99,1.77,0.39,361,613,0,0,0,0,9,94,99,51,0,0,38,0,0,0,100,0,0,23,38,161,424,1,972,49,48,4020,212,5750
143,5173,4375,798,1664,2.63,58591,1.17,2.02,0.47,467,973,0,17,0,126,59,29,81,34,0,23,53,39,4,119,13,80,129,31,119,17,772,1,5444,428,577,8863,377,16420
