TAZ_ID,TOTPOP,HHPOP,GQPOP,HH,HHSIZE,HHINC,HHWRK,HHVEH,HHSTD,SENHH,TOTEMP,EMP_11,EMP_21,EMP_22,EMP_23,EMP_3133,EMP_42,EMP_4445,EMP_4849,EMP_51,EMP_52,EMP_53,EMP_54,EMP_55,EMP_56,EMP_61,EMP_62,EMP_71,EMP_72,EMP_81,EMP_92,TotHouse,VacHouse,Res,Com,Ind,Agr,Vac,TotLand
33,292.2,291.6,0.604,177.4,1.748,39183,0.7,1.88,0.36,63.2,25,0.004,0.004,0.004,14,0.004,0.004,1.6,4.2,0.004,0.004,0.004,0.004,0.004,0.004,1,0.004,0.004,0.004,2.6,1.6,132.8,4.6,556.6156257,91.08171548,0.004,8447.721706,209.4275873,14750
34,490.8,489.6,1.204,270.8,1.898,39183,0.73,1.88,0.37,109,34,0.004,0.004,0.004,0.004,0.004,4.6,21.4,0.004,1.6,0.004,0.004,0.004,0.004,0.004,0.004,0.004,1.6,0.004,3.2,1.6,365,94.2,862.1309599,12.71703547,0.004,13610.30693,751.2974395,42330
35,201.4,200.8,0.604,93.8,2.192,39183,0.76,1.88,0.39,33.4,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,67.8,5.8,352.0267521,0.004,0.004,5002.599485,143.3618855,17790
36,317.6,317.6,0.004,134.6,2.358,40400,0.85,1.97,0.32,76.2,48.6,0.004,0.004,0.004,16,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,5.2,27.4,149.8,15.6,546.6932653,0.004,0.004,7034.856632,326.2356196,9990
37,1268.6,1265,3.604,554,2.28,44823,0.93,1.8,0.36,295.2,489,4.6,0.004,0.004,25.2,1.6,8.6,261.2,40,4.6,4.2,0.004,1.6,11,5.8,3.2,9,0.004,11.8,80.8,16.4,584.2,30.2,2064.627513,90.90687772,0.004,13230.75928,670.4005699,19230
38,1039.8,1039.8,0.004,465.4,2.23,40400,0.81,1.97,0.31,281.8,80.6,0.004,0.004,0.004,14.2,0.004,2.6,15,6.2,1.6,0.004,15,0.004,0.004,0.004,0.004,0.004,0.004,5.8,13.2,7.6,747.6,282.2,2237.143295,58.62140251,0.004,17959.08114,2036.418691,55740
39,1129.6,1125.4,4.204,466.6,2.41,42713,0.99,1.72,0.41,216.6,728.4,64.2,0.004,0.004,16.8,9,14.6,98.6,17.2,0.004,50.4,60.8,40.6,0.004,11.6,3.2,94.2,0.004,65,77.4,104.8,510,43.4,1552.77909,260.4754536,45.30231153,7916.598381,1324.503337,19310
40,1000.8,1000.8,0.004,453.4,2.21,40400,0.81,1.97,0.31,239,64.6,0.004,0.004,0.004,22.6,0.004,7,1.6,6.2,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,7.8,7.8,11.6,593.6,139.6,2485.778523,23.45296022,0.004,28974.91522,1269.36677,71870
41,426.4,422.8,3.604,171.4,2.47,48771,1.03,1.89,0.42,78.2,213,61.2,0.004,0.004,17.8,22.4,19.6,3.2,69.2,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,3.2,12.2,4.8,185.2,14.2,821.2564444,184.8871745,0.004,3650.904656,264.0514419,8840
42,495.8,468.8,27,202.4,2.316,48771,1.07,1.89,0.44,100.6,306,1.6,0.004,0.004,172.6,59.6,6.6,18,9.2,0.004,5.2,0.004,0.004,0.004,0.004,1.6,0.004,0.004,10.8,14.4,5.8,223.8,21.8,752.5969578,129.8722289,0.004,2005.66193,423.6732653,8950
43,1300,1296.4,3.604,544.6,2.382,48646,1,1.89,0.41,270.8,737.4,121.8,0.004,0.004,15.8,255,39.4,16.6,94.6,0.004,12.6,0.004,8.8,0.004,60.8,4.8,24.2,0.004,13.8,26.8,41.8,606.8,62.2,1693.514832,398.4521308,99.78847044,4937.876347,627.2712772,12770
44,630.2,627.2,3.004,245.6,2.554,39664,0.78,1.88,0.39,129.4,119,62.6,0.004,0.004,15.4,0.004,13,0.004,12.2,0.004,0.004,11.2,0.004,0.004,0.004,0.004,0.004,0.004,0.004,4.6,0.004,273.6,28.6,1178.989913,15.38836307,0.004,7533.155406,858.9113931,17320
45,765.4,761.8,3.604,306,2.49,48357,0.97,1.9,0.36,186.2,54,0.004,0.004,0.004,37.6,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,6.6,0.004,9.8,0.004,344.2,38.2,1297.666463,105.415438,0.004,17245.65548,535.1728372,23760
46,444.6,442.8,1.804,192.6,2.3,40400,0.82,1.97,0.31,119,45.6,0.004,0.004,0.004,17.8,3.6,1.6,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,3.2,0.004,11.8,8.2,214.6,22,901.1268151,29.594507,0.004,7245.794381,409.8578825,10490
47,829.2,826.2,3.004,358.8,2.304,48771,1.01,1.89,0.41,192.2,139,60.8,0.004,0.004,7.4,0.004,2.6,4.8,6.2,1.6,0.004,0.004,0.004,0.004,0.004,0.004,0.004,13,1.6,41,0.004,419.4,60.6,1458.017112,113.1506513,0.004,5451.360406,696.562146,17510
48,1915,1911.4,3.604,837.4,2.284,45245,0.9,1.8,0.34,416.2,163,57,0.004,0.004,10.8,0.004,0.004,0.004,9.8,0.004,7.6,10.6,0.004,0.004,0.004,0.004,0.004,12.6,27.6,12.4,14.6,1139.6,302.8,2622.288931,219.1570851,21.8685597,4546.130042,1467.044617,29040
49,2266.8,2121,145.8,978.4,2.166,36977,0.82,1.55,0.34,529.2,3075.4,52,0.004,7.6,75.8,260.2,46,339.8,60.2,35,196.4,49.6,66.8,8.6,54.6,52.6,520.8,8.2,233.4,149.2,858.6,1080.2,101.8,797.4172388,294.2988471,68.91312575,170.0209371,247.5797633,2270
50,477.8,477.8,0.004,210,2.276,40400,0.8,1.97,0.3,127,188,1.6,0.004,0.004,0.004,0.004,2,19.6,0.004,1.6,10.6,44,22.8,0.004,0.004,6,0.004,0.004,16.8,27,36,258.6,48.4,254.5369675,36.31336041,0.043670366,22.77221973,103.0034857,580
51,441.8,440.6,1.204,175.8,2.506,41001,0.95,1.97,0.45,133.2,375,326.8,0.004,0.004,13.8,0.004,0.004,6.4,0.004,0.004,0.004,0.004,11.4,0.004,0.004,0.004,0.004,0.004,1.6,14.4,0.004,191.8,16,839.0784082,21.33836791,0.004,13316.83566,482.6843869,15550
52,892,890.8,1.204,371.4,2.398,41001,0.85,1.97,0.4,228.6,142,0.004,0.004,0.004,55.4,9.6,1.6,11.8,0.004,0.004,0.004,12.4,0.004,0.004,0.004,0.004,0.004,0.004,0.004,20.6,30.6,449.6,78.2,1499.929765,12.68979762,0.004,32287.72889,693.6223794,35280
53,894.8,893,1.804,352.6,2.532,41001,0.94,1.97,0.45,213.4,667.4,178.4,0.004,0.004,28.2,26.6,8.6,28.2,10.2,0.004,16.6,19.4,8.4,0.004,57,13,14.8,1.6,18.6,70.4,167.4,390.8,38.6,1351.93634,42.08136489,247.6231931,18340.78094,528.8752427,22680
54,624.4,547,77.4,219.8,2.492,41001,0.96,1.97,0.46,179.4,127,0.004,0.004,0.004,0.004,0.004,6.6,12.4,8.2,2.6,0.004,3.4,0.004,0.004,1.6,0.004,80.8,0.004,0.004,10.8,0.004,246.2,25.8,572.9900211,52.22938807,8.721302382,2033.897371,288.4727881,3180
55,1231.2,1229.4,1.804,467,2.632,32531,0.79,2.31,0.43,223.4,222,170,10,0.004,0.004,15.2,5,3.2,6.2,0.004,0.004,4.6,0.004,0.004,0.004,0.004,0.004,0.004,0.004,5.2,3.2,527.4,61.4,2123.82341,533.3846936,264.4476494,53009.49789,727.7337722,57880
56,530,528.8,1.204,211.4,2.5,32293,0.76,2.32,0.42,242.6,62,0.004,0.004,0.004,11.4,0.004,0.004,5.2,5,0.004,4.4,0.004,1,0.004,7.8,0.004,10,9.8,0.004,6.2,0.004,232.2,20.8,1050.253158,203.1940548,0.004,14671.52768,633.9250975,17170
57,948.8,948.2,0.604,375.8,2.526,32293,0.8,2.32,0.44,201.4,55,0.004,0.004,0.004,0.004,0.004,0.004,13.6,6.8,0.004,0.004,4,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,30.6,491.6,115.2,2713.935322,38.83006454,0.004,18391.08266,4062.117471,29510
58,563.4,561.6,1.804,252.8,2.22,32293,0.72,2.32,0.4,224.6,80,0.004,0.004,0.004,0.004,0.004,9.6,11.2,0.004,0.004,0.004,9,4.8,0.004,10.2,0.004,0.004,4.6,0.004,0.004,31.2,289.2,36.4,887.2062258,18.49345993,0.004,6430.120833,533.2510095,8290
59,567.2,553,14.2,226,2.45,35073,0.82,2.21,0.43,147.8,73,0.004,0.004,0.004,0.004,0.004,0.004,19.8,0.004,0.004,0.004,17,11,0.004,0.004,0.004,0.004,0.004,0.004,25.8,0.004,267.8,41.8,920.0385107,80.26134267,47.16126791,20884.07737,1159.206558,26570
60,717.4,715.6,1.804,287.4,2.494,28795,0.69,1.79,0.45,144.4,70,0.004,0.004,0.004,0.004,0.004,0.004,9.6,5.6,0.004,0.004,0.004,12,0.004,0.004,0.004,0.004,0.004,0.004,13.2,30.2,323.2,35.6,1466.324301,132.1867602,0.004,49515.03778,1594.535458,57550
61,665.2,664.6,0.604,262,2.538,28795,0.74,1.79,0.48,145.8,78,0.004,0.004,0.004,0.004,2.6,0.004,40.4,14,0.004,0.004,0.004,0.004,0.004,12.6,0.004,0.004,0.004,2.6,5.2,0.004,301.6,39.6,1363.65147,0.004,5.754131408,21482.61426,2709.520506,27730
62,1173,1171.8,1.204,438.8,2.67,28823,0.74,1.79,0.48,214.4,221,0.004,0.004,0.004,62.2,0.004,6,15.6,6.2,0.004,0.004,8.4,12.4,0.004,7.4,2.6,0.004,5.6,0.004,24.6,69.4,520,81.2,1735.876583,25.15025335,0.004,29689.53512,1942.350829,32700
63,1971.2,407.8,1563.4,141,2.888,28795,0.72,1.79,0.47,134.2,144,0.004,0.004,0.004,0.004,0.004,6.6,18.8,0.004,0.004,3.6,21,0.004,0.004,71.6,0.004,0.004,0.004,5.2,18.4,0.004,172.4,31.8,800.31273,18.51531265,0.004,7639.790028,429.2821813,13620
64,460.6,378.4,82.2,147.6,2.564,28795,0.7,1.79,0.45,91,618.4,0.004,0.004,0.004,0.004,3.2,3.2,3.2,14.8,0.004,0.004,9,0.004,0.004,41.6,0.004,0.004,0.004,0.004,0.004,544,165.4,18.2,635.7645261,4.942438389,0.004,11422.95079,435.1554153,19530
65,933.4,931.6,1.804,383,2.434,41001,0.93,1.97,0.44,183.2,76,0.004,0.004,0.004,0.004,0.004,7,13.2,6.2,0.004,0.004,0.004,7.8,0.004,15.2,1.6,0.004,2.6,2.6,20.4,0.004,422.2,39.2,1561.698448,86.68689295,2.796554822,17396.57743,877.9513095,21140
66,122.6,120.8,1.804,40,3.018,28795,0.86,1.79,0.56,34.4,31,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,31,0.004,47.2,7.2,136.2990005,1.108319717,0.004,2604.405333,126.4524753,14710
67,1491,1418.6,72.4,611.6,2.322,41001,0.87,1.97,0.41,284.6,1154.8,26.6,0.004,8.2,209.6,21.6,14,58.6,41.6,89.4,76.8,43.4,36.4,0.004,44.2,3.6,124.2,4.2,27.6,108.4,217,703,90.8,669.1448824,119.1990175,77.24393237,2667.086562,296.1497781,3640
68,1667.6,1485,182.6,598,2.484,42818,1.07,1.69,0.41,265.2,1273.8,4.2,16.4,1.6,57,21.6,8.2,27.2,1.6,4.2,29.2,36.8,45.2,15.6,116.4,60.4,70,13.8,17.6,28,699.4,654,55.8,749.6275975,38.13035546,231.8016672,250.1815145,201.9774466,2050
69,514.4,513.8,0.604,225.2,2.28,34623,0.75,1.67,0.4,263.8,63,0.004,0.004,1.6,29.6,0.004,15,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,11.6,0.004,0.004,0.004,5.2,0.004,268.2,40,569.9878613,23332.53405,0.004,4425.293791,2696.187472,27340
70,89.2,88.6,0.604,26.8,3.238,34893,1.05,1.68,0.55,175.2,509.4,0.004,0.004,0.004,0.004,468.8,40.6,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,23.2,1.8,53.03464863,39.92948965,83.02421914,1089.904482,151.1786229,24940
71,268.8,268.2,0.604,115.8,2.31,44897,0.83,1.64,0.37,204.6,158,0.004,0.004,0.004,0.004,0.004,0.004,48.6,0.004,3.2,0.004,0.004,0.004,0.004,1,0.004,0.004,0.004,27.6,11.4,66.8,115.4,3.8,209.6294939,39.12014785,0.004,237.2917773,354.9037523,31330
72,80.2,79.6,0.604,22.8,3.412,36080,0.93,1.71,0.6,179.2,522.4,68.8,1,0.004,10.6,362.6,0.004,5.2,0.004,0.004,4.2,20.4,4.8,1.6,18.4,1,10.6,4.8,0.004,6.4,3.2,26.2,3,30.93670057,173.7646613,0.004,1443.247741,4978.684113,24460
73,1515.4,1510.8,4.6,639,2.368,34377,0.8,1.58,0.35,264.2,984.8,175.8,0.004,0.004,17.2,17.6,5.2,109.2,0.004,16.6,23.6,61.2,27.8,0.004,16,3.2,23.2,9.6,9.6,60.8,408.8,709.6,70,207.5566271,29.45933404,13.75735157,0.004,21.16036412,470
74,1882,1832.2,49.8,783,2.342,34904,0.78,1.6,0.35,466.8,912.4,1.6,1,3.2,50,0.004,8.2,98.2,16.2,5.2,27,1,31.8,1.6,71.6,31,251.2,8.2,19.6,181.4,104.4,877.6,95.2,1050.385394,144.5048965,69.10656996,1201.4284,301.8096225,3530
75,2203,2202.4,0.604,871.4,2.526,43855,1.03,1.67,0.42,437.8,252,1.6,0.004,0.004,24.2,7,3.6,4.2,6.8,0.004,8.2,1,44,1.6,17.2,26.2,6.8,30.2,10,17.8,41.6,952,81.6,1079.224643,40.03572175,19.94375378,179.8230515,425.6105802,3460
76,1933.8,1930.2,3.6,863.4,2.232,42818,0.91,1.69,0.35,509.6,1595.2,0.004,0.004,0.004,31.2,11.6,29.6,1029.6,7.4,19.6,53.6,22.4,26.4,8.2,63.8,23.2,41.2,1.6,72.4,92.8,61.2,939,76,860.2135895,148.6568358,30.12969674,1361.728773,282.9043348,3130
77,2930,2929.4,0.604,1210.2,2.416,28464,0.72,1.5,0.43,536.6,342,0.004,0.004,0.004,41.2,0.004,29.8,7.4,0.004,1.6,3.2,97.8,28.6,0.004,33.2,0.004,31.4,0.004,0.004,29.8,38,1334.6,124.4,1290.930184,39.10335669,14.96048112,99.4981182,328.6848038,2300
78,433.8,433.2,0.604,177.8,2.432,44897,0.92,1.64,0.41,229,101,0.004,0.004,0.004,0.004,0.004,1.6,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,99.4,203,24.6,20189.54786,3.038116959,35.7573734,27916.55498,347.1877435,48090
79,246.4,245.8,0.604,101.8,2.412,44897,0.91,1.64,0.41,218,59,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,41.2,0.004,4.8,13,115.2,14.6,293.8308898,0.004,0.004,249.3926673,57.46519947,4430
80,1084.6,1084,0.604,404.6,2.678,44897,0.89,1.64,0.4,225,247,0.004,0.004,0.004,25.8,0.004,6.6,18.4,6.8,0.004,6.8,0.004,10.8,0.004,16.2,0.004,0.004,13.6,61.6,79.8,0.004,537.4,133,1141.982942,55.79252275,0.004,405.3076368,551.1388571,3060
81,2219.6,2057.4,162.2,889.4,2.312,26687,0.66,1.48,0.42,499.4,1347.8,3.2,2,4.2,39.6,21.6,31,245,7.8,32,148,60.2,32.8,5.2,119.8,16.8,258.2,46,93.2,136,45.2,1014,124.6,504.278259,176.5756241,59.8391999,1081.373803,129.9249832,2870
82,2023.8,2023.2,0.604,763,2.652,45710,1.03,2.05,0.47,269.8,468,15,1,0.004,103,101,3.2,5.8,49.8,0.004,4.2,4.4,3.2,1.6,41,1.6,38.4,4.2,7.6,13,70.6,815.4,52.4,1329.014507,5.75583464,192.0139013,1045.323732,362.7707989,3910
83,772.2,771.6,0.604,310.2,2.49,37834,0.7,1.72,0.34,349.4,208,0.004,0.004,0.004,101.6,0.004,1.6,13.4,44.2,0.004,5.6,0.004,0.004,0.004,9,7.6,0.004,0.004,9.6,15.4,0.004,335.8,26.2,966.4248132,104.7171797,8.574422235,9511.129366,541.9188185,14620
84,2164.4,2163.8,0.604,888.4,2.436,45710,0.96,2.05,0.44,440.4,311,0.004,0.004,0.004,32,0.004,0.004,0.004,156.6,0.004,3.2,4,0.004,0.004,28.4,10.6,0.004,1.6,0.004,7.8,67.4,1091.2,202.8,2395.611319,147.5174584,1.131121484,4704.946264,1246.682239,19570
85,1078.2,1077.6,0.604,428.6,2.514,44049,1,1.84,0.41,329,1309.8,3.2,9,0.004,122.6,20.6,18.6,217.6,28.2,5.2,111.2,116.8,86,10.6,65.4,4.8,99.6,12.2,87.2,76.4,215.8,459.2,30.6,506.6839997,476.1496339,64.86576768,583.4775421,256.1320785,2290
